Ward,Year,Service Request Type,Count
Toronto-St. Paul's (12),2024,FEL Multi-Res Yard Waste / Not Picked Up,2
Toronto-St. Paul's (12),2024,FEL Non-Res / Garbage / Not Picked Up,13
Toronto-St. Paul's (12),2024,FEL Non-Res Organic / Not Picked Up,1
Toronto-St. Paul's (12),2024,FEL Non-Res Organic Cart / Not Picked Up,2
Toronto-St. Paul's (12),2024,FEL Non-Res Recycle Cart / Not Picked Up,2
Toronto-St. Paul's (12),2024,FEL Non-Res Recycle FEL / Not Picked Up,8
Toronto-St. Paul's (12),2024,Fence,20
Toronto-St. Paul's (12),2024,Fence - Damaged,1
Toronto-St. Paul's (12),2024,Fireworks,1
Toronto-St. Paul's (12),2024,Flashing Beacon Maintenance,3
Toronto-St. Paul's (12),2024,Free-floating Car Share - Parking Complaint - Communauto Flex,2
Toronto-St. Paul's (12),2024,Garbage / Park / Bin Damaged,1
Toronto-St. Paul's (12),2024,Garbage / Park / Bin Graffiti on Bin,4
Toronto-St. Paul's (12),2024,Garbage / Park / Bin Installation,1
Toronto-St. Paul's (12),2024,Garbage / Park / Bin Missing,1
Toronto-St. Paul's (12),2024,Garbage / Park / Bin Overflow,19
Toronto-St. Paul's (12),2024,General Parking Regulations,11
Toronto-St. Paul's (12),2024,Graffiti,274
Toronto-St. Paul's (12),2024,Guardrail - Damaged,4
Toronto-St. Paul's (12),2024,Heavy Trucks,2
Toronto-St. Paul's (12),2024,Hydrant-After Usage Test,5
Toronto-St. Paul's (12),2024,Hydrant-Damage,27
Toronto-St. Paul's (12),2024,Hydrant-Leaking,36
Toronto-St. Paul's (12),2024,Ice and Snow Complaint,18
Toronto-St. Paul's (12),2024,Illegal Dumping,30
Toronto-St. Paul's (12),2024,Illegal Dumping in Park,4
Toronto-St. Paul's (12),2024,Illegal Dumping on Road,8
Toronto-St. Paul's (12),2024,Illegal Dumping on Roadside,22
Toronto-St. Paul's (12),2024,Illegal Off-Street Parking,58
Toronto-St. Paul's (12),2024,Illegal On-Street Parking,19
Toronto-St. Paul's (12),2024,Injured - Domestic,33
Toronto-St. Paul's (12),2024,Injured - Wildlife,953
Toronto-St. Paul's (12),2024,Intersection Safety Review,39
Toronto-St. Paul's (12),2024,Investigate - Animal Care,27
Toronto-St. Paul's (12),2024,Investigate - Animal Extreme Condition,5
Toronto-St. Paul's (12),2024,Investigate - Animal to Animal Bite,20
Toronto-St. Paul's (12),2024,Investigate - Animal to Human Bite,26
Toronto-St. Paul's (12),2024,Investigate - Attack to Animal,9
Toronto-St. Paul's (12),2024,Investigate - Attack to Human,5
Toronto-St. Paul's (12),2024,Investigate - Dog Excrement,14
Toronto-St. Paul's (12),2024,Investigate - Dog Frequently At Large,8
Toronto-St. Paul's (12),2024,Investigate - Menace,35
Toronto-St. Paul's (12),2024,Investigate - Muzzle,2
Toronto-St. Paul's (12),2024,Investigate - No Leash,54
Toronto-St. Paul's (12),2024,Investigate - Noise,83
Toronto-St. Paul's (12),2024,Investigate - Nuisance Cat,2
Toronto-St. Paul's (12),2024,Investigate - Pigeons,1
Toronto-St. Paul's (12),2024,Investigate - Pit Bull,3
Toronto-St. Paul's (12),2024,Investigate - Prohibited Animal,2
Toronto-St. Paul's (12),2024,Investigate - Shelter,3
Toronto-St. Paul's (12),2024,Investigate - Tied Excessive Time,1
Toronto-St. Paul's (12),2024,Investigate - Too Many,3
Toronto-St. Paul's (12),2024,Investigate - Unsanitary Conditions,7
Toronto-St. Paul's (12),2024,Investigate Pavement Markings,21
Toronto-St. Paul's (12),2024,Investigate Regulatory Signs,65
Toronto-St. Paul's (12),2024,Investigate Temporary Condition Markings,3
Toronto-St. Paul's (12),2024,Investigate Temporary Condition Signs,24
Toronto-St. Paul's (12),2024,Investigate Vehicles Leaving Roadway,5
Toronto-St. Paul's (12),2024,Investigate Warning Signs,12
Toronto-St. Paul's (12),2024,Lane Designation,6
Toronto-St. Paul's (12),2024,Laneway - Surface Damage,19
Toronto-St. Paul's (12),2024,Litter / Bike Removal Inquiry,7
Toronto-St. Paul's (12),2024,Litter / Bin / Overflow or Not Picked Up,100
Toronto-St. Paul's (12),2024,Litter / Illegal Dumping Cleanup,155
Toronto-St. Paul's (12),2024,Litter / Laneway / Clean Up,42
Toronto-St. Paul's (12),2024,Litter / Sidewalk & Blvd / Pick Up Request,52
Toronto-St. Paul's (12),2024,Litter / Special Event / Pick Up Request,1
Toronto-St. Paul's (12),2024,Litter/Needle Cleanup,34
Toronto-St. Paul's (12),2024,Loading and Unloading Noise,13
Toronto-St. Paul's (12),2024,Long Grass and Weeds,148
Toronto-St. Paul's (12),2024,Maintenance Hole - Overflowing,14
Toronto-St. Paul's (12),2024,Maintenance Hole-Damage,49
Toronto-St. Paul's (12),2024,Maintenance Holes -Damage / Repair,29
Toronto-St. Paul's (12),2024,Maintenance Holes Lid Loose/Missing,28
Toronto-St. Paul's (12),2024,Missing/Damaged Flexible Bollards,13
Toronto-St. Paul's (12),2024,Missing/Damaged Signs,457
Toronto-St. Paul's (12),2024,Missing/Damaged Watch Your Speed Boards,3
Toronto-St. Paul's (12),2024,Missing/Faded Pavement Markings,33
Toronto-St. Paul's (12),2024,Motor Vehicle Noise,21
Toronto-St. Paul's (12),2024,Multi-Res / Ewaste / Not Picked Up,3
Toronto-St. Paul's (12),2024,Multi-Res / FEL / Bin Inventory,2
Toronto-St. Paul's (12),2024,Multi-Res / Furniture Pile / Not Picked Up,69
Toronto-St. Paul's (12),2024,Multi-Res / Garbage Cart / Not Picked Up,34
Toronto-St. Paul's (12),2024,Multi-Res / Garbage Front-End / Not Picked Up,94
Toronto-St. Paul's (12),2024,Multi-Res / Garbage Pile / Not Picked Up,13
Toronto-St. Paul's (12),2024,Multi-Res / Nite Garbage Pile / Not Picked Up,1
Toronto-St. Paul's (12),2024,Multi-Res / Nite Recycle Cart / Not Picked Up,2
Toronto-St. Paul's (12),2024,Multi-Res / Organic Bin / Not Picked Up,14
Toronto-St. Paul's (12),2024,Multi-Res / Organic Cart / Not Picked Up,9
Toronto-St. Paul's (12),2024,Multi-Res / Organic FEL / Not Picked Up,37
Toronto-St. Paul's (12),2024,Multi-Res / Recycle Cart / Not Picked Up,27
Toronto-St. Paul's (12),2024,Multi-Res / Recycle Front-End / Not Picked Up,30
Toronto-St. Paul's (12),2024,Multi-Res / XMAS Tree / Not Picked Up,6
Toronto-St. Paul's (12),2024,Multi-Res / XMAS Tree / Pick Up,18
Toronto-St. Paul's (12),2024,Multi-Res / Yard Waste / Not Picked Up,2
Toronto-St. Paul's (12),2024,New Pedestrian Crossover,11
Toronto-St. Paul's (12),2024,New Traffic Control Signal Request,11
Toronto-St. Paul's (12),2024,Non-Res Garbage Bag / Not Picked Up,2
Toronto-St. Paul's (12),2024,Non-Res Garbage Bag Nite / Not Picked Up,6
Toronto-St. Paul's (12),2024,Non-Res Garbage Bin / Not Picked Up,8
Toronto-St. Paul's (12),2024,Non-Res Garbage Bin Nite / Not Picked Up,7
Toronto-St. Paul's (12),2024,Non-Res Organic Bin / Not Picked Up,8
Toronto-St. Paul's (12),2024,Non-Res Organic Bin Nite / Not Picked Up,5
Toronto-St. Paul's (12),2024,Non-Res Recycle Bin / Not Picked Up,5
Toronto-St. Paul's (12),2024,Non-Res Recycle Bin Nite / Not Picked Up,10
Toronto-St. Paul's (12),2024,One-way Streets,1
Toronto-St. Paul's (12),2024,Operator / Operations Compliment,14
Toronto-St. Paul's (12),2024,PXO Maintenance,44
Toronto-St. Paul's (12),2024,Park Use,30
Toronto-St. Paul's (12),2024,Pedestrian Crossing Protection,6
Toronto-St. Paul's (12),2024,Pedestrian Crossover Operation,3
Toronto-St. Paul's (12),2024,Pedestrian Refuge Island,2
Toronto-St. Paul's (12),2024,Pollution Spill Response,28
Toronto-St. Paul's (12),2024,Postering City Property/Structures,64
Toronto-St. Paul's (12),2024,Pot hole on Expressway,1
Toronto-St. Paul's (12),2024,Power Device Noise,25
Toronto-St. Paul's (12),2024,Private Transportation Company Complaint,2
Toronto-St. Paul's (12),2024,Prohibited Waste,3
Toronto-St. Paul's (12),2024,Property Damaged/Collections Curb Day,4
Toronto-St. Paul's (12),2024,Property Damaged/Collections FEL,5
Toronto-St. Paul's (12),2024,Property Standards,752
Toronto-St. Paul's (12),2024,Public Spaces Complaint,70
Toronto-St. Paul's (12),2024,Publication Request - Solid Waste,133
Toronto-St. Paul's (12),2024,Recycle / Park / Bin Installation,1
Toronto-St. Paul's (12),2024,Recycle / Park / Bin Overflow,3
Toronto-St. Paul's (12),2024,Registration - Toronto Water,102
Toronto-St. Paul's (12),2024,Res / Above Comm / Organic Green Bin / Not Picked Up,2
Toronto-St. Paul's (12),2024,Res / Garbage / Multiple Addresses Not Picked Up,11
Toronto-St. Paul's (12),2024,Res / Garbage / Not Picked Up,145
Toronto-St. Paul's (12),2024,Res / Garbage Front&Side / Not Picked Up,9
Toronto-St. Paul's (12),2024,Res / Nite Garbage / Not Picked Up,15
Toronto-St. Paul's (12),2024,Res / Nite Org&Garbage Front&Side / Not Picked Up,2
Toronto-St. Paul's (12),2024,Res / Nite Org&Recycle Front&Side / Not Picked Up,1
Toronto-St. Paul's (12),2024,Res / Nite Organic / Not Picked Up,6
Toronto-St. Paul's (12),2024,Res / Nite Organic&Garbage / Not Picked Up,2
Toronto-St. Paul's (12),2024,Res / Nite Organic&Recycle / Not Picked Up,1
Toronto-St. Paul's (12),2024,Res / Nite Recycle / Not Picked Up,17
Toronto-St. Paul's (12),2024,Res / Nite Recycle Front&Side / Not Picked Up,1
Toronto-St. Paul's (12),2024,Res / Org&Garbage Front&Side / Not Picked Up,3
Toronto-St. Paul's (12),2024,Res / Org&Garbage Multiple Addresses / Not Picked Up,12
Toronto-St. Paul's (12),2024,Res / Org&Recycle Front&Side / Not Picked Up,3
Toronto-St. Paul's (12),2024,Res / Org&Recycle Multiple Addresses / Not Picked Up,11
Toronto-St. Paul's (12),2024,Res / Organic Bin / Additional,92
Toronto-St. Paul's (12),2024,Res / Organic Bin / New Account,21
Toronto-St. Paul's (12),2024,Res / Organic Bin / Replace Missing,218
Toronto-St. Paul's (12),2024,Res / Organic Front&Side / Not Picked Up,2
Toronto-St. Paul's (12),2024,Res / Organic Green Bin / Multiple Addresses / Not Picked Up,35
Toronto-St. Paul's (12),2024,Res / Organic Green Bin / Not Picked Up,128
Toronto-St. Paul's (12),2024,Res / Organic&Garbage / Not Picked Up,50
Toronto-St. Paul's (12),2024,Res / Organic&Recycle / Not Picked Up,42
Toronto-St. Paul's (12),2024,Res / Recycle / Multiple Addresses / Not Picked Up,24
Toronto-St. Paul's (12),2024,Res / Recycle / Not Picked Up,123
Toronto-St. Paul's (12),2024,Res / Yard Waste Multiple Addresses / Not Picked Up,16
Toronto-St. Paul's (12),2024,Res Above Comm / Nite Garbage / Not Picked Up,6
Toronto-St. Paul's (12),2024,Res Above Comm / Nite Recycle / Not Picked Up,2
Toronto-St. Paul's (12),2024,Res Above Comm / Nite Yard Waste / Not Picked Up,1
Toronto-St. Paul's (12),2024,Reserved Lane,6
Toronto-St. Paul's (12),2024,Residential / Nite Furniture / Not Picked Up,9
Toronto-St. Paul's (12),2024,Residential / Nite Yard Waste / Not Picked Up,3
Toronto-St. Paul's (12),2024,Residential / XMAS Tree / Not Picked Up,29
Toronto-St. Paul's (12),2024,Residential / Yard Waste / Not Picked Up,84
Toronto-St. Paul's (12),2024,Residential Furniture / Not Picked Up,207
Toronto-St. Paul's (12),2024,Residential: Bin: Repair or Replace Body/Handle,781
Toronto-St. Paul's (12),2024,Residential: Bin: Repair or Replace Lid,1602
Toronto-St. Paul's (12),2024,Residential: Bin: Repair or Replace Metal Bar,22
Toronto-St. Paul's (12),2024,Residential: Bin: Repair or Replace Wheel,41
Toronto-St. Paul's (12),2024,Residential: Bin: Wrong Delivery,149
Toronto-St. Paul's (12),2024,Residential: Garbage Bin: Additional Extra Large,36
Toronto-St. Paul's (12),2024,Residential: Garbage Bin: Additional Large,14
Toronto-St. Paul's (12),2024,Residential: Garbage Bin: Additional Medium,7
Toronto-St. Paul's (12),2024,Residential: Garbage Bin: Additional Small,1
Toronto-St. Paul's (12),2024,Residential: Garbage Bin: Exchange to Extra Large,75
Toronto-St. Paul's (12),2024,Residential: Garbage Bin: Exchange to Large,118
Toronto-St. Paul's (12),2024,Residential: Garbage Bin: Exchange to Medium,128
Toronto-St. Paul's (12),2024,Residential: Garbage Bin: Exchange to Small,55
Toronto-St. Paul's (12),2024,Residential: Garbage Bin: Missing,213
Toronto-St. Paul's (12),2024,Residential: Garbage Bin: New Account Extra Large,3
Toronto-St. Paul's (12),2024,Residential: Garbage Bin: New Account Large,6
Toronto-St. Paul's (12),2024,Residential: Garbage Bin: New Account Medium,5
Toronto-St. Paul's (12),2024,Residential: Garbage Bin: New Account Small,4
Toronto-St. Paul's (12),2024,Residential: Recycle Bin: Additional Extra Large,44
Toronto-St. Paul's (12),2024,Residential: Recycle Bin: Additional Large,19
Toronto-St. Paul's (12),2024,Residential: Recycle Bin: Additional Medium,9
Toronto-St. Paul's (12),2024,Residential: Recycle Bin: Additional Small,2
Toronto-St. Paul's (12),2024,Residential: Recycle Bin: Exchange to Large,61
Toronto-St. Paul's (12),2024,Residential: Recycle Bin: Exchange to Medium,47
Toronto-St. Paul's (12),2024,Residential: Recycle Bin: Exchange to Small,11
Toronto-St. Paul's (12),2024,Residential: Recycle Bin: Missing,212
Toronto-St. Paul's (12),2024,Residential: Recycle Bin: New Account Extra Large,5
Toronto-St. Paul's (12),2024,Residential: Recycle Bin: New Account Large,7
Toronto-St. Paul's (12),2024,Residential: Recycle Bin: New Account Medium,1
Toronto-St. Paul's (12),2024,Residential: Recycle Bin: New Account Small,3
Toronto-St. Paul's (12),2024,Residential:Recycle Bin:Exchange to Extra Large,83
Toronto-St. Paul's (12),2024,Restoration Related,33
Toronto-St. Paul's (12),2024,Retaining Wall - Damage / Repair,2
Toronto-St. Paul's (12),2024,Road - Cleaning/Debris,201
Toronto-St. Paul's (12),2024,Road - Damaged,47
Toronto-St. Paul's (12),2024,Road - Graffiti Complaint,28
Toronto-St. Paul's (12),2024,Road - Gravel Roads/Construction,7
Toronto-St. Paul's (12),2024,Road - Plough Damage,1
Toronto-St. Paul's (12),2024,Road - Pot hole,293
Toronto-St. Paul's (12),2024,Road - Sanding / Salting Required,35
Toronto-St. Paul's (12),2024,Road - Sinking,94
Toronto-St. Paul's (12),2024,Road Design,7
Toronto-St. Paul's (12),2024,Road Ploughing Required,3
Toronto-St. Paul's (12),2024,Road Water Ponding,4
Toronto-St. Paul's (12),2024,Road damaged on Expressway,1
Toronto-St. Paul's (12),2024,Roadside Utility Cut - Settlement,5
Toronto-St. Paul's (12),2024,Roadway Utility Cut - Settlement,29
Toronto-St. Paul's (12),2024,Rooming House,13
Toronto-St. Paul's (12),2024,Salting-Winter (WSL/HYDT/VALVE/Watermain Break Locations etc.),1
Toronto-St. Paul's (12),2024,School Crossing Guard - No Show,6
Toronto-St. Paul's (12),2024,School Safety Programs,2
Toronto-St. Paul's (12),2024,School-Related Warning Signs,4
Toronto-St. Paul's (12),2024,Service - Protective Custody,5
Toronto-St. Paul's (12),2024,Services - Protective Custody,17
Toronto-St. Paul's (12),2024,Sewer Odour,24
Toronto-St. Paul's (12),2024,Sewer Service Line-Blocked,304
Toronto-St. Paul's (12),2024,Sewer Service Line-Cleanout Repair,12
Toronto-St. Paul's (12),2024,Sewer main-Backup,1
Toronto-St. Paul's (12),2024,Sewer-See and Advise,1
Toronto-St. Paul's (12),2024,Sidewalk - Cleaning,91
Toronto-St. Paul's (12),2024,Sidewalk - Damaged / Concrete,111
Toronto-St. Paul's (12),2024,Sidewalk - Damaged /Brick/Interlock,13
Toronto-St. Paul's (12),2024,Sidewalk - Graffiti Complaint,36
Toronto-St. Paul's (12),2024,Sidewalk - Paraplegic Ramps,7
Toronto-St. Paul's (12),2024,Sidewalk - Snow Clearing,12
Toronto-St. Paul's (12),2024,Sidewalk Icy|| Needs Sand/Salt,33
Toronto-St. Paul's (12),2024,Sidewalk-Water Ponding,7
Toronto-St. Paul's (12),2024,Sight Line Obstruction,10
Toronto-St. Paul's (12),2024,Sign Maintenance,2
Toronto-St. Paul's (12),2024,Signs,44
Toronto-St. Paul's (12),2024,Sink Hole,39
Toronto-St. Paul's (12),2024,Special Parking Consideration,1
Toronto-St. Paul's (12),2024,Speed Bumps in Laneway,2
Toronto-St. Paul's (12),2024,Speed Watch Programme,4
Toronto-St. Paul's (12),2024,Speeding,3
Toronto-St. Paul's (12),2024,Spills/Cleanup/Collections Curb Day,16
Toronto-St. Paul's (12),2024,Spills/Cleanup/Collections Nights,1
Toronto-St. Paul's (12),2024,Spills/Cleanup/Litter Operations,1
Toronto-St. Paul's (12),2024,Staff Conduct/Collections Curb Day,66
Toronto-St. Paul's (12),2024,Staff Conduct/Collections FEL,11
Toronto-St. Paul's (12),2024,Staff Conduct/Collections Nights,5
Toronto-St. Paul's (12),2024,Staff Conduct/Litter Operations,2
Toronto-St. Paul's (12),2024,Staff Conduct/Non-Collections,1
Toronto-St. Paul's (12),2024,Stationary Source Noise,69
Toronto-St. Paul's (12),2024,Stray - At Large,27
Toronto-St. Paul's (12),2024,Stray - Confined,56
Toronto-St. Paul's (12),2024,Stray - Menace,1
Toronto-St. Paul's (12),2024,Street furniture damaged,15
Toronto-St. Paul's (12),2024,Student Crossing Issues,4
Toronto-St. Paul's (12),2024,TAS Staff / Service Complaint,9
Toronto-St. Paul's (12),2024,TAS Staff / Service Compliment,1
Toronto-St. Paul's (12),2024,Taxi|| Limo Complaint,1
Toronto-St. Paul's (12),2024,Time Limit or Excessive Duration Parking,8
Toronto-St. Paul's (12),2024,Traffic Calming Measures,16
Toronto-St. Paul's (12),2024,Traffic Infiltration,8
Toronto-St. Paul's (12),2024,Traffic Island - Damaged,2
Toronto-St. Paul's (12),2024,Traffic Island-Grass Needs Cutting,5
Toronto-St. Paul's (12),2024,Traffic Sign - Graffiti Complaint,18
Toronto-St. Paul's (12),2024,Traffic Signal - Graffiti Complaint,20
Toronto-St. Paul's (12),2024,Traffic Signal Maintenance,122
Toronto-St. Paul's (12),2024,Trees and Plants,3
Toronto-St. Paul's (12),2024,Unknown - 30080-EH,4
Toronto-St. Paul's (12),2024,Unknown - 30080-NEH,2
Toronto-St. Paul's (12),2024,Unknown - 30080-ROE,6
Toronto-St. Paul's (12),2024,Unknown - AE-ASE02,11
Toronto-St. Paul's (12),2024,Unknown - CSROBKL-01,13
Toronto-St. Paul's (12),2024,Unknown - CSROBKL-02,4
Toronto-St. Paul's (12),2024,Unknown - CSROBKL-03,4
Toronto-St. Paul's (12),2024,Unknown - F--RNFP14,1
Toronto-St. Paul's (12),2024,Unknown - F--TPPR9,3
Toronto-St. Paul's (12),2024,Unknown - MLSBLEMMVN,27
Toronto-St. Paul's (12),2024,Unknown - MLSBLENE,39
Toronto-St. Paul's (12),2024,Unknown - SRVCR,41
Toronto-St. Paul's (12),2024,Unknown - SWLMALO-14,1
Toronto-St. Paul's (12),2024,Unknown - TAS57,2
Toronto-St. Paul's (12),2024,Unknown - TASTS,18
Toronto-St. Paul's (12),2024,Unknown - TPROW-14,3
Toronto-St. Paul's (12),2024,Unknown - TS-STFURN-REQ,86
Toronto-St. Paul's (12),2024,Unknown - TSO-CMP01,6
Toronto-St. Paul's (12),2024,Unknown - TSO-CMP02,1
Toronto-St. Paul's (12),2024,Unknown - TSO-CMP03,1
Toronto-St. Paul's (12),2024,Unknown - TSO-CMP04,31
Toronto-St. Paul's (12),2024,Unknown - TSO-CMP05,8
Toronto-St. Paul's (12),2024,Unknown - TSO-CMP07,1
Toronto-St. Paul's (12),2024,Unknown - TSO-CMP08,9
Toronto-St. Paul's (12),2024,Unknown - TSO-CMP09,2
Toronto-St. Paul's (12),2024,Unknown - TSO-CMP10,1
Toronto-St. Paul's (12),2024,Unknown - TSO-CMP12,7
Toronto-St. Paul's (12),2024,Unknown - TSO-CMP13,2
Toronto-St. Paul's (12),2024,Unknown - TSO-OTHERS,2
Toronto-St. Paul's (12),2024,Unknown - TSO-PSOI,16
Toronto-St. Paul's (12),2024,Unknown - TSO-ST03,2
Toronto-St. Paul's (12),2024,Unknown - TSO-VSOI,7
Toronto-St. Paul's (12),2024,Unknown - TSO-VZ01,3
Toronto-St. Paul's (12),2024,Unknown - TSO-VZ02,1
Toronto-St. Paul's (12),2024,Unknown - TSO-VZ05,2
Toronto-St. Paul's (12),2024,Unknown - TSO-VZ08,15
Toronto-St. Paul's (12),2024,Unknown - TSO-VZ10,1
Toronto-St. Paul's (12),2024,Unknown - TSO-VZ12,13
Toronto-St. Paul's (12),2024,Unknown - TSO-VZ13,8
Toronto-St. Paul's (12),2024,Unknown - TSO-VZ14,1
Toronto-St. Paul's (12),2024,Unknown - WSLNT,7
Toronto-St. Paul's (12),2024,Unknown - cotdrivercomplaint,2
Toronto-St. Paul's (12),2024,Unreasonable and Persistent Noise,135
Toronto-St. Paul's (12),2024,Vehicles,2
Toronto-St. Paul's (12),2024,Walkway - Snow Clearing/ Salting required,6
Toronto-St. Paul's (12),2024,Walkway - damaged,60
Toronto-St. Paul's (12),2024,Walkway-Weeds Need Cutting,5
Toronto-St. Paul's (12),2024,Waste,151
Toronto-St. Paul's (12),2024,Waste Storage,27
Toronto-St. Paul's (12),2024,Water Meter-Leaking,8
